Linha,010
Tabela,003-2
num,ponto,horario
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),11:30
121012,PREFEITURA (SENTIDO HORARIO),12:14
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),12:48
121012,PREFEITURA (SENTIDO HORARIO),13:42
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),14:16
121012,PREFEITURA (SENTIDO HORARIO),15:00
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),15:28
121012,PREFEITURA (SENTIDO HORARIO),16:10
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),16:40
121012,PREFEITURA (SENTIDO HORARIO),17:30
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),18:05
121012,PREFEITURA (SENTIDO HORARIO),19:00
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),19:36
121012,PREFEITURA (SENTIDO HORARIO),20:10
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),20:36
121012,PREFEITURA (SENTIDO HORARIO),21:10
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),21:36
121012,PREFEITURA (SENTIDO HORARIO),22:10
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),22:36
121012,PREFEITURA (SENTIDO HORARIO),23:10
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),23:35
