Linha,010
Tabela,002-1
num,ponto,horario
190176,RUA TAPAJOS N.1000,06:00
121012,PREFEITURA (SENTIDO HORARIO),06:05
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),06:28
121012,PREFEITURA (SENTIDO HORARIO),07:12
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),07:45
121012,PREFEITURA (SENTIDO HORARIO),08:45
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),09:22
121012,PREFEITURA (SENTIDO HORARIO),10:06
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),10:34
121012,PREFEITURA (SENTIDO HORARIO),11:20
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),11:56
121012,PREFEITURA (SENTIDO HORARIO),12:42
141010,ESTAÇÃO PUC (SENTIDO HORÁRIO),13:15
