Linha,010
Tabela,001-1
num,ponto,horario
190176,RUA TAPAJOS N.1000,06:00
121012,PREFEITURA (SENTIDO HORARIO),06:05
140187,P.U.C. (SENTIDO HORARIO),06:30
121012,PREFEITURA (SENTIDO HORARIO),07:05
140187,P.U.C. (SENTIDO HORARIO),07:35
121012,PREFEITURA (SENTIDO HORARIO),08:10
140187,P.U.C. (SENTIDO HORARIO),08:50
121012,PREFEITURA (SENTIDO HORARIO),09:30
140187,P.U.C. (SENTIDO HORARIO),10:00
121012,PREFEITURA (SENTIDO HORARIO),10:35
140187,P.U.C. (SENTIDO HORARIO),11:00
121012,PREFEITURA (SENTIDO HORARIO),11:35
140187,P.U.C. (SENTIDO HORARIO),12:00
121012,PREFEITURA (SENTIDO HORARIO),12:35
140187,P.U.C. (SENTIDO HORARIO),13:00
121012,PREFEITURA (SENTIDO HORARIO),13:35
140187,P.U.C. (SENTIDO HORARIO),14:00
