Linha,010
Tabela,002
num,ponto,horario
140187,P.U.C. (SENTIDO HORARIO),06:00
121012,PREFEITURA (SENTIDO HORARIO),06:35
140187,P.U.C. (SENTIDO HORARIO),07:02
121012,PREFEITURA (SENTIDO HORARIO),07:35
140187,P.U.C. (SENTIDO HORARIO),08:02
121012,PREFEITURA (SENTIDO HORARIO),08:35
140187,P.U.C. (SENTIDO HORARIO),09:00
121012,PREFEITURA (SENTIDO HORARIO),09:30
140187,P.U.C. (SENTIDO HORARIO),10:00
121012,PREFEITURA (SENTIDO HORARIO),10:35
140187,P.U.C. (SENTIDO HORARIO),11:00
121012,PREFEITURA (SENTIDO HORARIO),11:35
